id	sym	ME-1_DMSO_rep1	ME-1_DMSO_rep2	ME-1_DMSO_rep3	ME-1_AI-10-49_rep1	ME-1_AI-10-49_rep2	ME-1_AI-10-49_rep3
ENSG00000125872	LRRN4	1	0	0	0	1	0
ENSG00000125875	TBC1D20	1323	1438	1342	1217	1343	1157
ENSG00000125877	ITPA	901	915	885	719	819	732
ENSG00000125878	TCF15	13	13	14	5	4	3
ENSG00000125885	MCM8	1059	1086	1070	731	833	806
ENSG00000125895	TMEM74B	2	5	0	3	5	4
ENSG00000125898	FAM110A	458	501	506	564	602	550
ENSG00000125900	SIRPD	0	2	2	1	1	1
ENSG00000125901	MRPS26	1396	1428	1592	569	561	552
ENSG00000125910	S1PR4	969	1024	1150	749	838	810
ENSG00000125912	NCLN	2457	2581	2597	1341	1552	1317
ENSG00000125931	CITED1	2	2	0	1	2	2
ENSG00000125944	HNRNPR	4946	4802	4823	2585	2658	2556
ENSG00000125945	ZNF436	392	430	399	603	644	580
ENSG00000125952	MAX	2780	2896	2903	2637	2850	2630
ENSG00000125954	CHURC1-FNTB	0	0	0	1	0	0
ENSG00000125962	ARMCX5	319	336	327	354	376	357
ENSG00000125965	GDF5	0	0	0	0	0	1
ENSG00000125966	MMP24	16	11	13	17	16	19
ENSG00000125967	NECAB3	386	380	398	385	433	398
ENSG00000125968	ID1	28	20	30	21	18	28
ENSG00000125970	RALY	4770	5018	5204	5257	5675	5302
ENSG00000125971	DYNLRB1	1401	1372	1466	1172	1227	1227
ENSG00000125975	C20orf173	0	0	0	1	0	0
ENSG00000125977	EIF2S2	3337	3248	3628	9335	9503	9532
ENSG00000125991	ERGIC3	5830	6170	6471	6068	6117	6230
ENSG00000125995	ROMO1	821	822	939	575	644	585
ENSG00000125997	BPIFB9P	0	1	3	0	1	1
ENSG00000126001	CEP250	1663	1801	1524	989	1031	921
ENSG00000126003	PLAGL2	1409	1488	1343	1098	1260	1055
ENSG00000126005	MMP24-AS1	608	572	681	631	629	648
ENSG00000126010	GRPR	0	1	2	2	2	1
ENSG00000126012	KDM5C	2740	3021	2649	2773	3060	2756
ENSG00000126062	TMEM115	516	523	536	515	533	513
ENSG00000126067	PSMB2	2243	2134	2304	1745	1775	1711
ENSG00000126070	AGO3	472	568	476	766	736	725
ENSG00000126088	UROD	1083	1171	1206	725	847	697
ENSG00000126091	ST3GAL3	292	274	275	323	348	340
ENSG00000126106	TMEM53	20	43	37	30	21	25
ENSG00000126107	HECTD3	590	645	550	296	319	256
ENSG00000126214	KLC1	440	577	418	398	425	379
ENSG00000126215	XRCC3	415	495	465	371	387	318
ENSG00000126216	TUBGCP3	1578	1577	1518	1334	1500	1372
ENSG00000126217	MCF2L	4	9	7	3	5	10
ENSG00000126218	F10	1	4	2	1	3	3
ENSG00000126226	PCID2	1398	1518	1496	1035	1131	1024
ENSG00000126231	PROZ	4	7	5	1	4	5
ENSG00000126243	LRFN3	126	107	112	45	44	31
ENSG00000126246	IGFLR1	20	14	15	21	16	15
ENSG00000126247	CAPNS1	3014	3308	3326	2493	2708	2406
ENSG00000126249	PDCD2L	113	112	127	79	89	88
ENSG00000126251	GPR42	0	0	1	0	1	1
ENSG00000126254	RBM42	1075	1173	1263	1241	1299	1207
ENSG00000126259	KIRREL2	0	3	3	1	4	2
ENSG00000126261	UBA2	4038	4103	4532	3628	3527	3636
ENSG00000126262	FFAR2	1	0	1	1	0	0
ENSG00000126264	HCST	373	386	389	387	396	403
ENSG00000126267	COX6B1	2598	2786	2928	1805	1933	1801
ENSG00000126351	THRA	680	693	651	101	104	91
ENSG00000126353	CCR7	56	77	71	96	117	93
ENSG00000126368	NR1D1	490	515	477	111	101	86
ENSG00000126391	FRMD8	1170	1283	1150	869	862	793
ENSG00000126432	PRDX5	1706	1808	1971	1429	1438	1379
ENSG00000126453	BCL2L12	461	453	529	365	467	410
ENSG00000126456	IRF3	698	863	736	597	653	617
ENSG00000126457	PRMT1	3268	3490	3766	2630	2780	2566
ENSG00000126458	RRAS	94	88	102	107	88	91
ENSG00000126460	PRRG2	22	23	22	28	19	11
ENSG00000126461	SCAF1	1202	1299	1174	1175	1292	1126
ENSG00000126464	PRR12	1065	1136	1002	739	813	725
ENSG00000126467	TSKS	2	2	10	10	10	5
ENSG00000126500	FLRT1	10	12	5	6	12	8
ENSG00000126522	ASL	234	259	258	205	256	222
ENSG00000126524	SBDS	643	623	671	738	748	721
ENSG00000126549	STATH	2	3	6	5	5	8
ENSG00000126561	STAT5A	9895	10722	9899	8211	9241	8200
ENSG00000126562	WNK4	3	2	0	2	8	2
ENSG00000126581	BECN1	976	1059	958	1035	1081	945
ENSG00000126583	PRKCG	3	6	4	0	0	1
ENSG00000126602	TRAP1	1292	1463	1456	911	1012	931
ENSG00000126603	GLIS2	31	27	40	16	22	24
ENSG00000126653	NSRP1	583	602	565	957	1042	1015
ENSG00000126698	DNAJC8	1926	1999	2105	1911	2016	1921
ENSG00000126705	AHDC1	651	734	622	561	694	573
ENSG00000126709	IFI6	314	306	408	137	163	174
ENSG00000126746	ZNF384	1165	1261	1124	1085	1173	1099
ENSG00000126749	EMG1	238	256	272	199	232	198
ENSG00000126756	UXT	1405	1291	1521	1488	1489	1436
ENSG00000126759	CFP	1178	1341	1351	904	947	881
ENSG00000126767	ELK1	1093	1058	1107	669	741	690
ENSG00000126768	TIMM17B	608	617	697	559	563	626
ENSG00000126773	PCNXL4	1311	1303	1293	1095	1157	1037
ENSG00000126775	ATG14	486	523	456	672	711	694
ENSG00000126777	KTN1	4532	4502	4545	5887	5842	5842
ENSG00000126787	DLGAP5	811	753	804	664	697	731
ENSG00000126790	L3HYPDH	434	523	383	276	299	251
ENSG00000126803	HSPA2	24	17	22	20	20	19
ENSG00000126804	ZBTB1	1185	1252	1208	1737	1758	1673
ENSG00000126814	TRMT5	462	481	447	184	178	176
ENSG00000126821	SGPP1	883	865	877	948	954	990
ENSG00000126822	PLEKHG3	206	213	172	133	116	123
ENSG00000126838	PZP	1	2	1	1	0	1
ENSG00000126858	RHOT1	921	867	931	1332	1448	1414
ENSG00000126860	EVI2A	181	179	204	479	432	569
ENSG00000126861	OMG	0	1	1	1	1	0
ENSG00000126870	WDR60	392	419	405	325	368	350
ENSG00000126878	AIF1L	16	16	33	4	11	8
ENSG00000126882	FAM78A	2161	2271	2251	495	589	537
ENSG00000126883	NUP214	865	962	843	718	783	734
ENSG00000126890	CTAG2	0	1	0	0	0	0
ENSG00000126895	AVPR2	23	30	26	18	17	20
ENSG00000126903	SLC10A3	491	502	552	317	338	301
ENSG00000126934	MAP2K2	1477	1509	1654	1810	2053	1931
ENSG00000126945	HNRNPH2	1160	1180	1152	1604	1636	1619
ENSG00000126947	ARMCX1	1	0	0	2	0	2
ENSG00000126953	TIMM8A	290	281	292	124	123	112
ENSG00000126970	ZC4H2	213	194	205	246	194	192
ENSG00000127022	CANX	19784	19698	19576	19744	20341	20272
ENSG00000127054	CPSF3L	1675	1965	1721	1389	1572	1413
ENSG00000127074	RGS13	3	1	0	71	62	45
ENSG00000127080	IPPK	53	54	33	30	41	33
ENSG00000127081	ZNF484	37	40	47	71	55	49
ENSG00000127084	FGD3	295	362	266	277	299	290
ENSG00000127124	HIVEP3	478	473	401	248	281	239
ENSG00000127125	PPCS	913	837	1015	1206	1200	1188
ENSG00000127152	BCL11B	0	0	0	0	0	1
ENSG00000127184	COX7C	3361	3257	3778	3325	3251	3172
ENSG00000127191	TRAF2	366	418	396	322	351	322
ENSG00000127220	ABHD8	139	171	179	207	241	205
ENSG00000127249	ATP13A4	2	3	8	1	3	4
ENSG00000127311	HELB	258	334	223	360	327	342
ENSG00000127314	RAP1B	7412	7499	7969	6634	6502	6574
ENSG00000127325	BEST3	0	1	0	0	0	0
ENSG00000127328	RAB3IP	1	5	5	2	3	3
ENSG00000127334	DYRK2	805	802	771	452	458	397
ENSG00000127337	YEATS4	659	700	715	764	795	801
ENSG00000127362	TAS2R3	2	0	1	0	1	1
ENSG00000127364	TAS2R4	12	15	6	3	11	4
ENSG00000127366	TAS2R5	16	16	14	19	24	23
ENSG00000127377	CRYGN	0	0	0	0	0	1
ENSG00000127412	TRPV5	1	1	2	2	0	1
ENSG00000127415	IDUA	260	351	248	132	146	124
ENSG00000127418	FGFRL1	662	785	723	324	396	358
ENSG00000127419	TMEM175	276	367	280	261	309	218
ENSG00000127423	AUNIP	339	330	359	349	360	356
ENSG00000127445	PIN1	649	752	740	555	569	500
ENSG00000127452	FBXL12	395	427	415	528	537	508
ENSG00000127463	EMC1	1425	1658	1502	997	1073	1014
ENSG00000127481	UBR4	3944	5287	3726	4772	5532	4372
ENSG00000127483	HP1BP3	4369	4705	4183	3161	3407	3077
ENSG00000127507	ADGRE2	2660	2814	2456	4205	4370	4007
ENSG00000127511	SIN3B	1102	1269	1098	683	722	596
ENSG00000127526	SLC35E1	1425	1498	1430	715	836	709
ENSG00000127527	EPS15L1	842	969	902	914	1030	940
ENSG00000127528	KLF2	19	16	27	87	95	61
ENSG00000127533	F2RL3	564	604	553	196	225	203
ENSG00000127540	UQCR11	358	385	410	191	176	214
ENSG00000127554	GFER	282	336	357	372	420	386
ENSG00000127561	SYNGR3	11	4	8	3	3	0
ENSG00000127564	PKMYT1	633	688	681	321	361	312
ENSG00000127578	WFIKKN1	14	14	17	18	18	11
ENSG00000127580	WDR24	233	271	275	288	312	276
ENSG00000127585	FBXL16	2	3	4	1	0	0
ENSG00000127586	CHTF18	1107	1357	1018	746	906	735
ENSG00000127588	GNG13	2	3	1	0	1	1
ENSG00000127589	TUBBP1	1	0	1	0	0	2
ENSG00000127603	MACF1	5954	7046	5142	5461	6087	4734
ENSG00000127616	SMARCA4	2962	3478	2866	2046	2309	2021
ENSG00000127663	KDM4B	1266	1357	1286	1593	1793	1548
ENSG00000127666	TICAM1	306	290	329	205	252	241
ENSG00000127720	METTL25	68	60	79	120	130	110
ENSG00000127743	IL17B	0	0	0	0	0	1
ENSG00000127774	EMC6	25	14	14	17	12	17
ENSG00000127804	METTL16	557	595	570	536	551	529
ENSG00000127824	TUBA4A	207	235	258	147	143	122
ENSG00000127831	VIL1	0	0	1	0	0	0
ENSG00000127837	AAMP	1040	1182	1123	691	735	633
ENSG00000127838	PNKD	1212	1360	1170	719	784	684
ENSG00000127863	TNFRSF19	2	4	2	0	0	2
ENSG00000127870	RNF6	1692	1602	1667	2467	2441	2492
ENSG00000127884	ECHS1	1073	1074	1181	869	862	762
ENSG00000127914	AKAP9	1880	2039	1477	1871	1963	1776
ENSG00000127920	GNG11	465	425	557	304	330	356
ENSG00000127922	SHFM1	1102	1186	1295	948	951	947
ENSG00000127946	HIP1	342	351	305	662	649	599
ENSG00000127947	PTPN12	1614	1527	1530	2179	2224	2115
ENSG00000127948	POR	810	852	916	810	899	793
ENSG00000127951	FGL2	42	47	37	32	20	35
ENSG00000127952	STYXL1	380	432	426	736	770	756
ENSG00000127955	GNAI1	2064	2160	2279	1551	1474	1446
ENSG00000127957	PMS2P3	138	164	154	391	459	408
ENSG00000127980	PEX1	435	471	491	648	649	618
ENSG00000127989	MTERF1	348	357	351	447	428	457
ENSG00000127990	SGCE	0	4	2	2	1	1
ENSG00000127993	RBM48	439	441	458	620	605	628
ENSG00000127995	CASD1	656	613	607	686	608	610
ENSG00000128000	ZNF780B	347	328	278	154	148	171
ENSG00000128011	LRFN1	161	152	118	30	32	35
ENSG00000128016	ZFP36	254	251	235	490	513	486
ENSG00000128039	SRD5A3	730	773	797	1011	1009	984
ENSG00000128040	SPINK2	399	398	436	261	265	272
ENSG00000128045	RASL11B	1	1	7	0	2	2
ENSG00000128050	PAICS	6702	6902	7274	3359	3614	3561
ENSG00000128052	KDR	170	173	186	96	114	108
ENSG00000128059	PPAT	1603	1584	1550	912	855	882
ENSG00000128159	TUBGCP6	2111	2644	1926	1349	1569	1316
ENSG00000128165	ADM2	10	15	12	196	208	196
ENSG00000128185	DGCR6L	523	425	536	370	425	382
ENSG00000128191	DGCR8	1076	1261	1037	487	485	486
ENSG00000128203	ASPHD2	5	6	4	6	7	2
ENSG00000128218	VPREB3	0	0	1	0	1	0
ENSG00000128228	SDF2L1	300	305	365	71	90	87
ENSG00000128242	GAL3ST1	0	2	0	0	0	0
ENSG00000128245	YWHAH	1601	1658	1776	1983	2027	1974
ENSG00000128254	C22orf24	3	3	2	1	0	0
ENSG00000128262	POM121L9P	1	6	3	1	4	3
ENSG00000128266	GNAZ	0	0	0	0	0	1
ENSG00000128268	MGAT3	342	348	334	345	381	345
ENSG00000128271	ADORA2A	1	1	1	2	2	3
ENSG00000128272	ATF4	6330	6686	7248	14769	14805	14404
ENSG00000128283	CDC42EP1	1	1	0	1	2	1
ENSG00000128284	APOL3	217	218	209	193	221	208
ENSG00000128294	TPST2	957	890	1069	370	467	428
ENSG00000128298	BAIAP2L2	3	5	2	13	10	9
ENSG00000128309	MPST	745	825	902	637	654	638
ENSG00000128310	GALR3	0	0	0	0	0	1
ENSG00000128311	TST	126	131	151	150	146	134
ENSG00000128322	IGLL1	2403	2513	2889	993	1172	1061
ENSG00000128335	APOL2	297	309	327	284	269	254
ENSG00000128340	RAC2	2613	2865	2652	1412	1632	1513
ENSG00000128342	LIF	145	149	139	44	55	40
ENSG00000128346	C22orf23	11	15	11	9	5	13
ENSG00000128383	APOBEC3A	5	8	8	5	5	2
ENSG00000128394	APOBEC3F	74	65	49	81	110	87
ENSG00000128408	RIBC2	4	5	1	0	5	0
ENSG00000128422	KRT17	8	7	3	18	17	15
ENSG00000128463	EMC4	928	876	1026	893	968	852
ENSG00000128482	RNF112	1	0	0	0	0	0
ENSG00000128487	SPECC1	416	494	387	234	263	278
ENSG00000128512	DOCK4	469	438	414	983	1025	894
ENSG00000128513	POT1	900	868	910	1616	1685	1691
ENSG00000128524	ATP6V1F	1073	1135	1288	983	1086	1003
ENSG00000128534	LSM8	513	586	536	541	510	504
ENSG00000128536	CDHR3	0	2	3	0	0	2
ENSG00000128563	PRKRIP1	551	682	590	819	927	828
ENSG00000128564	VGF	107	118	97	121	153	110
ENSG00000128567	PODXL	138	161	138	36	36	24
ENSG00000128573	FOXP2	0	0	1	0	1	0
ENSG00000128578	STRIP2	393	421	354	383	389	396
ENSG00000128581	IFT22	82	89	64	59	55	79
ENSG00000128585	MKLN1	820	777	702	1336	1405	1277
ENSG00000128590	DNAJB9	227	226	214	324	300	340
ENSG00000128591	FLNC	137	145	134	56	57	39
ENSG00000128595	CALU	2437	2406	2524	1510	1573	1523
ENSG00000128596	CCDC136	8	9	8	3	2	5
ENSG00000128602	SMO	13	30	23	19	21	14
ENSG00000128604	IRF5	1525	1725	1628	829	924	789
ENSG00000128606	LRRC17	2	5	5	13	11	10
ENSG00000128607	KLHDC10	790	798	709	979	1016	958
ENSG00000128609	NDUFA5	633	597	651	920	852	881
ENSG00000128617	OPN1SW	20	10	18	6	9	10
ENSG00000128626	MRPS12	635	699	789	344	377	327
ENSG00000128654	MTX2	228	226	241	429	399	391
ENSG00000128655	PDE11A	0	0	0	0	1	0
ENSG00000128656	CHN1	1	4	3	4	5	3
ENSG00000128683	GAD1	20	34	25	15	15	11
ENSG00000128692	EIF2S2P4	72	65	92	182	213	183
ENSG00000128694	OSGEPL1	139	142	111	135	136	166
ENSG00000128699	ORMDL1	457	513	408	418	426	462
ENSG00000128708	HAT1	1918	1805	2082	2049	2075	2030
ENSG00000128731	HERC2	1744	1981	1529	1290	1403	1218
ENSG00000128739	SNRPN	137	161	143	135	170	155
ENSG00000128789	PSMG2	973	960	1146	1392	1426	1383
ENSG00000128791	TWSG1	1285	1217	1272	1391	1353	1472
ENSG00000128805	ARHGAP22	919	941	999	361	425	343
ENSG00000128815	WDFY4	1304	1570	1247	1361	1557	1329
ENSG00000128829	EIF2AK4	2758	2776	2762	1706	1865	1720
ENSG00000128833	MYO5C	441	491	390	542	616	572
ENSG00000128849	CGNL1	1	0	0	1	1	0
ENSG00000128872	TMOD2	4	2	6	3	3	2
ENSG00000128881	TTBK2	315	307	330	500	461	441
ENSG00000128886	ELL3	5	4	3	1	2	1
ENSG00000128891	C15orf57	155	179	207	183	146	186
ENSG00000128908	INO80	1400	1468	1315	1748	1904	1726
ENSG00000128915	ICE2	1386	1363	1409	1808	1771	1815
ENSG00000128917	DLL4	0	2	0	2	3	3
ENSG00000128918	ALDH1A2	1	1	1	1	2	1
ENSG00000128923	FAM63B	390	342	308	347	304	356
ENSG00000128928	IVD	3232	3519	3292	1619	1835	1652
ENSG00000128944	KNSTRN	519	548	507	398	438	399
ENSG00000128951	DUT	2106	2106	2353	1266	1242	1223
ENSG00000128965	CHAC1	7	8	5	197	208	185
ENSG00000128973	CLN6	929	1099	1025	503	586	576
ENSG00000128989	ARPP19	3405	3431	3349	2673	2678	2721
ENSG00000129003	VPS13C	2462	2456	2157	2187	2315	2201
ENSG00000129007	CALML4	13	20	21	15	19	4
ENSG00000129009	ISLR	2	3	0	1	0	0
ENSG00000129038	LOXL1	9	8	8	3	8	6
ENSG00000129048	ACKR4	13	12	14	4	6	3
ENSG00000129055	ANAPC13	901	890	1033	869	944	879
ENSG00000129071	MBD4	943	937	926	1020	1092	1047
ENSG00000129083	COPB1	4063	4070	4041	6339	6470	6469
ENSG00000129084	PSMA1	559	586	558	809	750	810
ENSG00000129103	SUMF2	2116	2365	2202	1558	1668	1561
ENSG00000129116	PALLD	4	3	2	1	3	6
ENSG00000129128	SPCS3	2847	2792	2809	1751	1610	1811
ENSG00000129158	SERGEF	8	7	9	7	10	16
ENSG00000129167	TPH1	6	5	3	1	13	8
ENSG00000129170	CSRP3	0	1	1	0	0	0
ENSG00000129173	E2F8	416	443	390	84	96	90
ENSG00000129187	DCTD	1652	1837	1816	1413	1541	1447
ENSG00000129194	SOX15	33	32	31	20	29	23
ENSG00000129195	FAM64A	119	133	106	55	54	44
ENSG00000129197	RPAIN	301	393	361	310	311	280
ENSG00000129204	USP6	22	23	16	29	34	21
ENSG00000129214	SHBG	0	0	0	1	0	0
ENSG00000129219	PLD2	4	4	0	8	8	6
ENSG00000129226	CD68	0	2	2	0	0	0
ENSG00000129235	TXNDC17	244	277	305	140	148	135
ENSG00000129244	ATP1B2	1	1	1	1	0	3
ENSG00000129245	FXR2	423	442	450	476	549	484
ENSG00000129250	KIF1C	93	84	94	70	63	65
ENSG00000129255	MPDU1	699	790	761	698	771	751
ENSG00000129292	PHF20L1	1615	1619	1574	2476	2443	2499
ENSG00000129295	LRRC6	0	2	0	4	0	0
ENSG00000129315	CCNT1	1547	1594	1405	2032	2041	2009
ENSG00000129317	PUS7L	840	916	781	917	982	964
ENSG00000129347	KRI1	1496	1743	1522	1024	1034	917
ENSG00000129351	ILF3	9720	11475	9498	6949	7446	6851
ENSG00000129353	SLC44A2	19	22	19	11	17	11
ENSG00000129354	AP1M2	1	0	0	0	0	0
ENSG00000129355	CDKN2D	178	176	195	245	259	229
ENSG00000129422	MTUS1	20	21	24	13	15	12
ENSG00000129437	KLK14	0	1	0	1	1	0
ENSG00000129450	SIGLEC9	26	30	25	31	28	30
ENSG00000129451	KLK10	0	0	0	0	1	0
ENSG00000129460	NGDN	736	763	757	874	926	864
ENSG00000129465	RIPK3	18	17	19	4	12	4
ENSG00000129467	ADCY4	10	10	5	5	11	7
ENSG00000129472	RAB2B	425	447	409	520	620	589
ENSG00000129473	BCL2L2	440	490	425	329	338	326
ENSG00000129474	AJUBA	149	139	141	156	156	156
ENSG00000129480	DTD2	277	254	286	159	159	140
ENSG00000129484	PARP2	452	468	477	476	483	427
ENSG00000129493	HEATR5A	211	239	179	354	374	382
ENSG00000129514	FOXA1	1	1	0	7	14	13
ENSG00000129515	SNX6	1290	1263	1389	2124	2164	2216
ENSG00000129518	EAPP	504	489	558	1078	1074	1053
ENSG00000129534	MIS18BP1	2034	1981	1888	2451	2568	2511
ENSG00000129535	NRL	36	35	48	60	76	60
ENSG00000129538	RNASE1	0	1	0	0	0	0
ENSG00000129559	NEDD8	546	591	651	389	431	392
ENSG00000129562	DAD1	1633	1792	2027	1276	1332	1285
ENSG00000129566	TEP1	680	771	629	552	584	516
ENSG00000129595	EPB41L4A	2	3	2	4	1	3
ENSG00000129596	CDO1	0	1	0	2	0	2
ENSG00000129625	REEP5	901	922	1059	775	839	809
ENSG00000129636	ITFG1	972	928	1000	687	833	767
ENSG00000129646	QRICH2	11	13	6	8	14	4
ENSG00000129654	FOXJ1	0	0	1	0	0	0
ENSG00000129657	SEC14L1	1040	1090	917	1294	1468	1297
ENSG00000129667	RHBDF2	201	236	228	169	154	133
ENSG00000129673	AANAT	1	1	0	0	0	0
ENSG00000129675	ARHGEF6	6161	6406	5941	5665	5906	5563
ENSG00000129680	MAP7D3	976	1035	990	775	794	830
ENSG00000129691	ASH2L	2924	3007	3081	2716	2817	2684
ENSG00000129696	TTI2	410	396	418	448	477	470
ENSG00000129744	ART1	0	0	0	0	1	0
ENSG00000129749	CHRNA10	8	9	7	15	19	12
ENSG00000129757	CDKN1C	446	485	535	336	333	346
ENSG00000129810	SGOL1	222	219	246	439	437	451
ENSG00000129824	RPS4Y1	4356	4543	4748	4588	4534	4461
ENSG00000129910	CDH15	1	0	0	0	0	0
ENSG00000129911	KLF16	895	992	957	265	302	240
ENSG00000129925	TMEM8A	921	1044	1032	815	946	825
ENSG00000129932	DOHH	323	358	428	300	354	282
ENSG00000129933	MAU2	1655	1762	1633	2025	2191	1980
ENSG00000129946	SHC2	0	2	1	3	0	0
ENSG00000129951	na	157	157	164	89	99	93
ENSG00000129968	ABHD17A	1337	1500	1374	718	797	689
ENSG00000129988	LBP	8	1	0	4	1	3
ENSG00000129990	SYT5	1	1	0	1	0	0
ENSG00000129991	TNNI3	0	3	2	1	0	0
ENSG00000129993	CBFA2T3	1707	1891	1609	1562	1789	1569
ENSG00000130005	GAMT	486	513	535	407	427	413
ENSG00000130021	HDHD1	220	229	237	133	114	131
ENSG00000130023	ERMARD	458	526	426	637	670	609
ENSG00000130024	PHF10	1854	2096	1934	1254	1328	1343
ENSG00000130035	GALNT8	0	1	1	1	1	2
ENSG00000130038	CRACR2A	511	594	519	248	245	224
ENSG00000130045	NXNL2	0	0	1	0	0	0
ENSG00000130052	STARD8	837	948	876	539	581	519
ENSG00000130055	GDPD2	1	0	2	2	2	0
ENSG00000130066	SAT1	605	658	567	2125	2039	2065
ENSG00000130119	GNL3L	467	501	444	266	313	289
ENSG00000130147	SH3BP4	0	0	1	1	0	0
ENSG00000130150	MOSPD2	392	426	340	490	554	554
ENSG00000130158	DOCK6	254	293	247	389	411	395
ENSG00000130159	ECSIT	604	651	722	908	948	920
ENSG00000130164	LDLR	1289	1324	1172	1913	1974	1828
ENSG00000130165	ELOF1	454	450	509	536	595	561
ENSG00000130167	TSPAN16	0	0	0	0	0	1
ENSG00000130173	C19orf80	2	0	1	2	0	2
ENSG00000130175	PRKCSH	6936	7342	7260	6084	6859	6257
ENSG00000130176	CNN1	0	3	2	8	4	8
ENSG00000130177	CDC16	1038	1052	1012	968	1002	956
ENSG00000130182	ZSCAN10	0	0	0	0	1	0
ENSG00000130193	THEM6	904	930	978	370	406	405
ENSG00000130202	PVRL2	667	694	643	904	993	896
ENSG00000130203	APOE	16	9	15	9	12	6
ENSG00000130204	TOMM40	1958	2078	2328	908	1025	950
ENSG00000130208	APOC1	2	2	3	1	1	1
ENSG00000130222	GADD45G	1	2	2	1	4	2
ENSG00000130226	DPP6	1	0	0	1	0	0
ENSG00000130227	XPO7	3371	3502	3349	2902	3120	2996
ENSG00000130234	ACE2	0	0	0	2	1	0
ENSG00000130244	FAM98C	135	134	162	120	138	104
ENSG00000130254	SAFB2	1372	1503	1313	1518	1711	1514
ENSG00000130255	RPL36	11280	11608	13103	12421	13413	11983
ENSG00000130270	ATP8B3	37	50	36	46	41	36
ENSG00000130287	NCAN	0	0	1	0	1	1
ENSG00000130294	KIF1A	2	2	2	1	3	2
ENSG00000130299	GTPBP3	576	681	590	232	293	231
ENSG00000130300	PLVAP	21	27	15	14	15	11
ENSG00000130303	BST2	1007	1086	1214	598	670	671
ENSG00000130304	SLC27A1	234	292	229	185	232	185
ENSG00000130305	NSUN5	590	656	640	671	713	640
ENSG00000130307	USHBP1	4	8	3	3	3	3
ENSG00000130309	COLGALT1	2576	3066	2865	591	631	547
ENSG00000130311	DDA1	579	625	622	479	543	480
ENSG00000130312	MRPL34	531	544	618	250	268	303
ENSG00000130313	PGLS	462	562	576	612	596	540
ENSG00000130332	LSM7	1132	1210	1347	638	717	625
ENSG00000130338	TULP4	503	525	462	389	399	376
ENSG00000130340	SNX9	227	247	269	275	293	258
ENSG00000130347	RTN4IP1	124	114	128	140	183	161
ENSG00000130348	QRSL1	670	652	696	1071	1162	1047
ENSG00000130349	C6orf203	177	189	220	290	250	244
ENSG00000130363	RSPH3	118	127	104	159	132	178
ENSG00000130368	MAS1	1	1	0	0	2	0
ENSG00000130377	ACSBG2	1	6	0	1	1	2
ENSG00000130382	MLLT1	1625	1706	1628	1009	1151	912
ENSG00000130383	FUT5	0	0	0	0	0	1
ENSG00000130396	MLLT4	2	3	3	3	6	3
ENSG00000130402	ACTN4	3869	4307	3925	3100	3412	3037
ENSG00000130413	STK33	0	0	0	1	1	0
ENSG00000130414	NDUFA10	748	674	706	609	663	623
ENSG00000130427	EPO	0	1	0	0	0	0
ENSG00000130429	ARPC1B	3129	3224	3622	2059	2295	2056
ENSG00000130449	ZSWIM6	565	625	512	1144	1223	1203
ENSG00000130475	FCHO1	456	523	444	533	601	525
ENSG00000130477	UNC13A	2	2	2	0	1	2
ENSG00000130479	MAP1S	1164	1125	1037	874	954	776
ENSG00000130487	KLHDC7B	2	2	2	9	7	10
ENSG00000130489	SCO2	119	163	171	81	95	84
ENSG00000130511	SSBP4	1026	1123	1127	437	528	432
ENSG00000130513	GDF15	3	2	0	0	2	3
ENSG00000130517	PGPEP1	610	667	556	469	532	480
ENSG00000130518	KIAA1683	23	29	23	35	50	52
ENSG00000130520	LSM4	910	1051	1028	576	662	590
ENSG00000130522	JUND	909	887	971	3186	3462	3370
ENSG00000130529	TRPM4	0	1	1	2	1	1
ENSG00000130544	ZNF557	243	264	199	282	295	299
ENSG00000130545	CRB3	0	0	1	3	2	1
ENSG00000130558	OLFM1	0	0	0	0	1	0
ENSG00000130559	CAMSAP1	608	643	583	395	424	398
ENSG00000130560	UBAC1	455	467	480	293	313	295
ENSG00000130561	SAG	1	0	0	0	1	2
ENSG00000130584	ZBTB46	369	369	354	368	403	343
ENSG00000130589	HELZ2	454	454	438	503	561	487
ENSG00000130590	SAMD10	295	333	293	72	106	72
ENSG00000130592	LSP1	240	252	258	108	107	101
ENSG00000130595	TNNT3	6	12	2	4	2	3
ENSG00000130598	TNNI2	10	18	20	5	6	3
ENSG00000130600	H19	88	95	99	55	58	69
ENSG00000130635	COL5A1	0	3	0	0	1	1
ENSG00000130638	ATXN10	1811	1746	1901	2145	2229	2172
ENSG00000130640	TUBGCP2	1738	1863	1836	1773	2014	1826
ENSG00000130643	CALY	3	0	1	1	1	1
ENSG00000130649	CYP2E1	32	45	38	18	25	17
ENSG00000130653	PNPLA7	33	35	41	10	7	10
ENSG00000130669	PAK4	350	370	341	371	390	390
ENSG00000130684	ZNF337	119	153	99	101	87	78
ENSG00000130695	CEP85	1958	2052	1874	1404	1475	1332
ENSG00000130699	TAF4	1354	1437	1308	875	980	824
ENSG00000130701	RBBP8NL	0	0	1	0	4	3
ENSG00000130702	LAMA5	506	541	489	389	424	368
ENSG00000130703	OSBPL2	794	819	740	801	813	825
ENSG00000130706	ADRM1	1948	2145	2137	2363	2676	2363
ENSG00000130707	ASS1	5	4	3	4	4	1
ENSG00000130711	PRDM12	3	1	1	0	0	0
