id	sym	MRTrep1	MRTrep2	MRTrep3	Controlrep1	Controlrep2	Controlrep3
ENSG00000108821	COL1A1	20	4	12	6	12	9
ENSG00000108823	SGCA	25	11	20	2	7	10
ENSG00000108825	PTGES3L-AARSD1	0	0	0	0	0	0
ENSG00000108826	MRPL27	2135	1062	2810	2277	2067	1787
ENSG00000108828	VAT1	3626	2019	4359	5160	4705	4403
ENSG00000108829	LRRC59	700	291	928	656	792	535
ENSG00000108830	RND2	1	0	3	0	0	0
ENSG00000108839	ALOX12	2	2	3	0	6	1
ENSG00000108840	HDAC5	303	193	334	264	259	203
ENSG00000108846	ABCC3	0	0	0	0	0	0
ENSG00000108848	LUC7L3	7708	3336	7630	6382	5915	5137
ENSG00000108849	PPY	0	0	0	0	0	0
ENSG00000108852	MPP2	5	1	1	1	1	3
ENSG00000108854	SMURF2	98	35	102	72	86	77
ENSG00000108861	DUSP3	2852	962	2775	1899	2474	1990
ENSG00000108878	CACNG1	0	0	0	0	0	0
ENSG00000108883	EFTUD2	1665	714	1918	1496	1383	1395
ENSG00000108924	HLF	0	3	1	0	0	0
ENSG00000108932	SLC16A6	53	18	41	65	55	46
ENSG00000108946	PRKAR1A	3635	1447	3575	3333	2619	2222
ENSG00000108947	EFNB3	1	0	0	0	1	1
ENSG00000108950	FAM20A	0	1	0	0	1	0
ENSG00000108953	YWHAE	1123	797	1402	1610	947	919
ENSG00000108960	MMD	73	22	100	87	75	62
ENSG00000108961	RANGRF	256	98	305	302	258	228
ENSG00000108963	DPH1	0	0	0	1	0	0
ENSG00000108984	MAP2K6	106	44	69	55	76	43
ENSG00000109016	DHRS7B	179	62	160	146	142	129
ENSG00000109046	WSB1	1458	650	1405	1336	1352	1177
ENSG00000109047	RCVRN	0	0	1	0	0	1
ENSG00000109061	MYH1	0	0	0	0	0	0
ENSG00000109062	SLC9A3R1	818	388	892	609	606	549
ENSG00000109063	MYH3	27	10	31	14	36	17
ENSG00000109065	NAT9	210	71	224	180	141	141
ENSG00000109066	TMEM104	345	146	377	226	264	220
ENSG00000109072	VTN	0	0	0	0	0	0
ENSG00000109079	TNFAIP1	30	20	43	22	38	34
ENSG00000109083	IFT20	101	33	99	94	91	71
ENSG00000109084	TMEM97	670	238	708	492	692	595
ENSG00000109089	CDR2L	81	79	155	167	57	53
ENSG00000109099	PMP22	20	17	20	21	9	12
ENSG00000109101	FOXN1	0	0	0	0	0	0
ENSG00000109103	UNC119	843	320	920	535	721	566
ENSG00000109107	ALDOC	3	20	10	18	16	21
ENSG00000109111	SUPT6H	844	320	913	711	766	556
ENSG00000109113	RAB34	976	350	1061	1060	1185	928
ENSG00000109118	PHF12	119	45	120	111	88	101
ENSG00000109132	PHOX2B	0	0	0	0	0	0
ENSG00000109133	TMEM33	359	171	393	389	329	306
ENSG00000109158	GABRA4	10	3	6	5	2	4
ENSG00000109163	GNRHR	1	2	1	1	3	1
ENSG00000109171	SLAIN2	278	111	288	249	257	243
ENSG00000109180	OCIAD1	1092	2194	1885	3541	774	1061
ENSG00000109181	UGT2B10	0	0	0	0	0	0
ENSG00000109182	CWH43	0	0	0	0	0	0
ENSG00000109184	DCUN1D4	292	111	279	232	225	245
ENSG00000109189	USP46	88	41	111	61	78	62
ENSG00000109193	SULT1E1	0	1	0	0	0	0
ENSG00000109205	ODAM	0	0	0	0	0	0
ENSG00000109208	SMR3A	0	0	0	0	0	0
ENSG00000109220	CHIC2	51	27	48	50	44	33
ENSG00000109255	NMU	0	0	0	0	0	0
ENSG00000109265	KIAA1211	0	1	0	0	4	0
ENSG00000109270	LAMTOR3	50	45	45	59	44	43
ENSG00000109272	PF4V1	0	0	0	0	0	0
ENSG00000109320	NFKB1	193	93	168	166	149	141
ENSG00000109321	AREG	0	0	0	0	0	0
ENSG00000109323	MANBA	66	48	69	115	38	45
ENSG00000109332	UBE2D3	5370	3043	6277	6847	4837	4248
ENSG00000109339	MAPK10	1	2	1	2	3	3
ENSG00000109381	ELF2	385	124	309	214	308	200
ENSG00000109390	NDUFC1	450	152	395	388	364	343
ENSG00000109424	UCP1	0	0	1	0	0	0
ENSG00000109436	TBC1D9	4	4	2	1	1	4
ENSG00000109445	ZNF330	256	88	235	306	275	229
ENSG00000109452	INPP4B	92	37	69	79	67	86
ENSG00000109458	GAB1	72	19	78	51	42	45
ENSG00000109466	KLHL2	33	18	27	49	27	24
ENSG00000109471	IL2	0	0	0	0	0	0
ENSG00000109472	CPE	0	0	2	0	1	1
ENSG00000109475	RPL34	19528	20117	21969	22369	13274	13203
ENSG00000109501	WFS1	0	0	1	0	1	1
ENSG00000109511	ANXA10	0	1	1	1	0	0
ENSG00000109519	GRPEL1	4365	1451	3923	3273	4205	3165
ENSG00000109534	GAR1	525	295	607	717	442	489
ENSG00000109536	FRG1	1657	1068	2098	2398	1437	1397
ENSG00000109572	CLCN3	387	158	317	248	245	226
ENSG00000109576	AADAT	0	0	0	0	0	0
ENSG00000109586	GALNT7	447	143	524	358	368	277
ENSG00000109606	DHX15	543	268	598	595	579	468
ENSG00000109610	SOD3	0	0	0	0	1	0
ENSG00000109618	SEPSECS	35	15	38	17	30	23
ENSG00000109625	CPZ	0	0	0	0	0	0
ENSG00000109654	TRIM2	49	17	32	18	25	8
ENSG00000109667	SLC2A9	30	15	26	29	31	24
ENSG00000109670	FBXW7	1258	529	1407	1141	1029	939
ENSG00000109674	NEIL3	86	54	101	116	130	120
ENSG00000109680	TBC1D19	7	3	8	9	4	5
ENSG00000109684	CLNK	1	1	0	1	0	1
ENSG00000109685	WHSC1	794	535	976	1224	730	794
ENSG00000109686	SH3D19	8	0	5	3	6	1
ENSG00000109689	STIM2	861	366	892	657	562	538
ENSG00000109705	NKX3-2	12	5	17	20	25	19
ENSG00000109736	MFSD10	4481	2377	5496	4694	3494	3287
ENSG00000109738	GLRB	12	0	6	7	7	4
ENSG00000109743	BST1	592	263	647	411	366	370
ENSG00000109756	RAPGEF2	95	37	63	54	53	48
ENSG00000109758	HGFAC	1	0	0	0	0	0
ENSG00000109762	SNX25	3	3	5	7	3	2
ENSG00000109771	LRP2BP	42	12	33	21	38	27
ENSG00000109775	UFSP2	21	11	21	23	25	25
ENSG00000109787	KLF3	80	40	101	67	86	76
ENSG00000109790	KLHL5	98	54	107	93	89	91
ENSG00000109794	FAM149A	7	1	1	3	13	5
ENSG00000109805	NCAPG	167	67	143	200	181	166
ENSG00000109814	UGDH	305	142	326	223	209	160
ENSG00000109819	PPARGC1A	4	3	6	5	3	3
ENSG00000109832	DDX25	0	0	0	0	0	0
ENSG00000109846	CRYAB	0	0	0	1	1	0
ENSG00000109851	DBX1	0	0	0	0	0	0
ENSG00000109854	HTATIP2	381	166	398	312	350	295
ENSG00000109861	CTSC	528	248	590	428	525	383
ENSG00000109881	CCDC34	1119	575	1389	1798	1515	1293
ENSG00000109906	ZBTB16	82	19	65	91	94	87
ENSG00000109911	ELP4	19	15	17	19	9	6
ENSG00000109919	MTCH2	3668	1547	4417	4771	3516	3262
ENSG00000109920	FNBP4	1318	543	1421	1037	1130	864
ENSG00000109927	TECTA	0	1	0	0	0	1
ENSG00000109929	SC5D	82	49	86	81	86	89
ENSG00000109943	CRTAM	0	0	2	0	0	1
ENSG00000109944	C11orf63	1	0	1	2	1	1
ENSG00000109956	B3GAT1	0	0	0	0	0	0
ENSG00000109971	HSPA8	341	558	329	550	287	327
ENSG00000109991	P2RX3	0	0	0	0	0	0
ENSG00000110002	VWA5A	5	6	9	14	5	10
ENSG00000110011	DNAJC4	34	63	52	22	21	15
ENSG00000110013	SIAE	92	52	94	64	51	40
ENSG00000110025	SNX15	1	0	0	0	0	0
ENSG00000110031	LPXN	1094	521	1106	493	476	423
ENSG00000110042	DTX4	164	100	189	71	35	29
ENSG00000110046	ATG2A	1238	408	1296	975	968	688
ENSG00000110047	EHD1	1743	718	2107	1396	1338	1140
ENSG00000110048	OSBP	282	100	246	241	228	214
ENSG00000110057	UNC93B1	344	296	534	329	208	233
ENSG00000110060	PUS3	348	145	353	313	302	267
ENSG00000110063	DCPS	346	437	580	966	289	407
ENSG00000110066	KMT5B	1424	476	1282	901	920	808
ENSG00000110074	FOXRED1	232	86	234	212	198	148
ENSG00000110075	PPP6R3	496	481	666	866	260	323
ENSG00000110076	NRXN2	2	4	7	2	2	1
ENSG00000110077	MS4A6A	1105	539	1116	404	392	366
ENSG00000110079	MS4A4A	3	3	6	4	0	1
ENSG00000110080	ST3GAL4	899	323	842	889	864	740
ENSG00000110090	CPT1A	5316	2185	5547	6855	5334	4525
ENSG00000110092	CCND1	15	7	12	28	17	20
ENSG00000110104	CCDC86	1	1	0	1	2	0
ENSG00000110107	PRPF19	3817	1265	4361	3429	3135	2698
ENSG00000110108	TMEM109	444	261	512	498	352	341
ENSG00000110148	CCKBR	0	0	0	0	0	0
ENSG00000110169	HPX	2	0	0	0	0	0
ENSG00000110171	TRIM3	1	2	5	5	3	4
ENSG00000110172	CHORDC1	351	109	349	344	362	259
ENSG00000110195	FOLR1	0	0	0	0	0	0
ENSG00000110200	ANAPC15	23	13	22	26	12	13
ENSG00000110203	FOLR3	1	0	1	0	0	0
ENSG00000110218	PANX1	73	54	87	70	68	50
ENSG00000110237	ARHGEF17	292	120	324	360	235	225
ENSG00000110243	APOA5	0	0	0	0	0	0
ENSG00000110244	APOA4	0	0	0	0	0	0
ENSG00000110245	APOC3	0	0	0	0	1	0
ENSG00000110274	CEP164	980	399	1023	865	884	757
ENSG00000110315	RNF141	180	107	188	181	148	168
ENSG00000110321	EIF4G2	2447	1575	3218	3318	1581	1876
ENSG00000110324	IL10RA	318	123	292	173	167	114
ENSG00000110328	GALNT18	3	4	12	36	14	9
ENSG00000110330	BIRC2	358	224	424	437	269	297
ENSG00000110344	UBE4A	327	123	331	245	256	234
ENSG00000110367	DDX6	369	119	320	208	273	197
ENSG00000110375	UPK2	0	0	0	0	1	0
ENSG00000110395	CBL	1120	591	1325	1367	751	972
ENSG00000110400	NECTIN1	59	35	73	48	45	43
ENSG00000110422	HIPK3	309	175	346	294	185	156
ENSG00000110427	KIAA1549L	1	0	1	0	1	1
ENSG00000110429	FBXO3	71	43	75	81	64	51
ENSG00000110435	PDHX	555	153	482	432	639	447
ENSG00000110436	SLC1A2	2	1	2	2	2	0
ENSG00000110442	COMMD9	407	207	542	341	293	214
ENSG00000110446	SLC15A3	17	45	32	20	7	11
ENSG00000110448	CD5	4	1	5	4	2	4
ENSG00000110455	ACCS	372	197	501	288	229	183
ENSG00000110484	SCGB2A2	17	5	10	13	24	10
ENSG00000110492	MDK	9	1	8	6	6	4
ENSG00000110497	AMBRA1	492	156	470	444	416	354
ENSG00000110514	MADD	212	199	286	292	148	137
ENSG00000110536	PTPMT1	75	30	114	87	90	64
ENSG00000110583	NAA40	195	73	244	125	159	113
ENSG00000110619	CARS	2325	850	2561	2659	3061	2236
ENSG00000110628	SLC22A18	103	44	126	59	73	62
ENSG00000110651	CD81	1952	1010	2237	1521	1967	1503
ENSG00000110660	SLC35F2	497	149	505	329	536	361
ENSG00000110665	C11orf21	382	150	383	204	270	239
ENSG00000110675	ELMOD1	0	0	0	0	0	0
ENSG00000110680	CALCA	0	0	0	0	0	0
ENSG00000110693	SOX6	23	2	16	12	23	16
ENSG00000110696	C11orf58	1617	769	1603	1996	1277	1138
ENSG00000110697	PITPNM1	250	108	289	126	154	110
ENSG00000110700	RPS13	14055	8196	17818	15821	10167	10007
ENSG00000110711	AIP	726	298	745	568	788	551
ENSG00000110713	NUP98	257	130	329	200	198	161
ENSG00000110717	NDUFS8	589	306	736	615	648	553
ENSG00000110719	TCIRG1	62	97	100	93	23	39
ENSG00000110721	CHKA	275	111	282	196	245	196
ENSG00000110723	EXPH5	0	0	0	2	2	1
ENSG00000110756	HPS5	243	83	224	174	241	186
ENSG00000110768	GTF2H1	239	117	227	132	194	156
ENSG00000110777	POU2AF1	4	0	1	0	2	3
ENSG00000110786	PTPN5	0	0	1	0	1	0
ENSG00000110799	VWF	2	4	0	2	3	0
ENSG00000110801	PSMD9	125	43	149	146	102	94
ENSG00000110841	PPFIBP1	57	29	53	50	53	37
ENSG00000110844	PRPF40B	7	2	7	2	3	0
ENSG00000110848	CD69	139	66	123	187	158	135
ENSG00000110851	PRDM4	129	60	153	132	89	101
ENSG00000110852	CLEC2B	404	273	399	574	493	383
ENSG00000110871	COQ5	466	269	480	481	550	368
ENSG00000110876	SELPLG	2705	1790	3605	2559	1716	1613
ENSG00000110880	CORO1C	565	185	461	409	535	384
ENSG00000110881	ASIC1	538	204	513	366	485	357
ENSG00000110887	DAO	0	0	0	0	0	0
ENSG00000110888	CAPRIN2	42	28	28	42	39	35
ENSG00000110900	TSPAN11	0	0	0	0	0	0
ENSG00000110906	KCTD10	76	102	127	120	62	87
ENSG00000110911	SLC11A2	94	46	111	99	58	61
ENSG00000110917	MLEC	2497	970	2527	1973	1987	1723
ENSG00000110921	MVK	1092	338	1000	970	981	873
ENSG00000110925	CSRNP2	15	12	26	28	18	21
ENSG00000110931	CAMKK2	988	577	1145	841	789	673
ENSG00000110934	BIN2	1082	741	1031	796	1067	843
ENSG00000110944	IL23A	169	79	198	350	235	190
ENSG00000110955	ATP5B	1332	1466	1811	1776	1221	1333
ENSG00000110958	PTGES3	12521	3961	11940	8858	11133	8950
ENSG00000110975	SYT10	0	0	0	0	0	0
ENSG00000110987	BCL7A	2659	1169	2937	2303	1785	1564
ENSG00000111011	RSRC2	1894	857	1823	1852	1969	1511
ENSG00000111012	CYP27B1	0	0	3	5	1	0
ENSG00000111046	MYF6	0	0	0	0	0	0
ENSG00000111049	MYF5	0	0	0	0	0	0
ENSG00000111052	LIN7A	447	190	482	323	405	262
ENSG00000111057	KRT18	0	0	0	0	0	0
ENSG00000111058	ACSS3	0	1	1	0	1	0
ENSG00000111087	GLI1	3	7	10	6	6	9
ENSG00000111110	PPM1H	213	36	114	47	119	82
ENSG00000111142	METAP2	14988	5979	14957	14883	16589	12482
ENSG00000111144	LTA4H	2385	1216	2203	1772	1875	1537
ENSG00000111145	ELK3	65	53	54	43	31	37
ENSG00000111181	SLC6A12	2	2	2	7	4	1
ENSG00000111186	WNT5B	0	0	0	0	0	0
ENSG00000111196	MAGOHB	181	67	209	271	215	192
ENSG00000111199	TRPV4	8	6	7	11	3	2
ENSG00000111203	ITFG2	378	127	384	216	292	218
ENSG00000111206	FOXM1	19	2	11	4	14	8
ENSG00000111215	PRR4	32	11	22	20	15	20
ENSG00000111218	PRMT8	0	0	0	0	0	0
ENSG00000111224	PARP11	170	62	166	112	119	147
ENSG00000111229	ARPC3	1000	963	1913	2826	802	918
ENSG00000111231	GPN3	94	74	99	139	119	135
ENSG00000111237	VPS29	458	279	577	457	373	366
ENSG00000111241	FGF6	0	0	0	0	0	0
ENSG00000111245	MYL2	2	0	0	0	1	0
ENSG00000111247	RAD51AP1	493	201	503	654	441	436
ENSG00000111249	CUX2	22	7	17	16	14	11
ENSG00000111252	SH2B3	86	31	82	38	47	39
ENSG00000111254	AKAP3	0	0	0	1	0	2
ENSG00000111261	MANSC1	7	4	11	14	1	8
ENSG00000111262	KCNA1	0	0	0	0	0	0
ENSG00000111266	DUSP16	11	5	15	15	21	10
ENSG00000111269	CREBL2	618	270	676	656	679	512
ENSG00000111271	ACAD10	889	327	864	528	694	503
ENSG00000111275	ALDH2	209	118	201	64	65	45
ENSG00000111276	CDKN1B	284	242	370	420	288	259
ENSG00000111291	GPRC5D	0	3	1	1	1	3
ENSG00000111300	NAA25	289	101	240	207	249	217
ENSG00000111305	GSG1	5	1	7	4	6	3
ENSG00000111319	SCNN1A	0	0	0	0	1	3
ENSG00000111321	LTBR	1528	670	2046	1238	1114	1067
ENSG00000111325	OGFOD2	3	0	6	3	5	10
ENSG00000111328	CDK2AP1	6	7	15	23	8	13
ENSG00000111331	OAS3	8	1	4	5	9	7
ENSG00000111335	OAS2	72	26	77	86	67	68
ENSG00000111339	ART4	2	2	2	1	0	2
ENSG00000111341	MGP	1	0	1	0	1	0
ENSG00000111344	RASAL1	1	2	0	0	1	0
ENSG00000111348	ARHGDIB	9230	5269	10965	9658	7169	7520
ENSG00000111358	GTF2H3	185	68	179	192	211	148
ENSG00000111361	EIF2B1	164	158	201	182	132	167
ENSG00000111364	DDX55	292	143	339	266	238	198
ENSG00000111371	SLC38A1	585	236	597	573	585	541
ENSG00000111404	RERGL	0	0	0	0	0	0
ENSG00000111405	ENDOU	0	0	1	1	0	2
ENSG00000111412	C12orf49	58	47	97	59	55	49
ENSG00000111424	VDR	198	121	237	207	195	182
ENSG00000111432	FZD10	0	0	0	0	0	0
ENSG00000111445	RFC5	249	157	312	404	276	231
ENSG00000111450	STX2	209	96	236	155	129	147
ENSG00000111481	COPZ1	815	362	877	619	716	565
ENSG00000111490	TBC1D30	841	319	523	736	927	819
ENSG00000111530	CAND1	1018	431	1070	995	1063	788
ENSG00000111536	IL26	0	0	0	0	0	0
ENSG00000111537	IFNG	0	0	0	0	0	0
ENSG00000111540	RAB5B	1	1	3	3	1	3
ENSG00000111554	MDM1	37	20	46	51	27	34
ENSG00000111581	NUP107	133	77	164	203	151	119
ENSG00000111596	CNOT2	1151	516	1241	834	1013	794
ENSG00000111602	TIMELESS	1305	511	1478	1255	1161	983
ENSG00000111605	CPSF6	678	310	668	582	540	472
ENSG00000111615	KRR1	185	89	194	174	152	134
ENSG00000111639	MRPL51	971	467	1048	854	1006	825
ENSG00000111640	GAPDH	50	89	54	71	53	37
ENSG00000111641	NOP2	232	134	246	203	139	149
ENSG00000111642	CHD4	5447	2120	5853	4970	5018	4091
ENSG00000111644	ACRBP	259	87	241	157	248	143
ENSG00000111647	UHRF1BP1L	244	70	166	191	243	224
ENSG00000111652	COPS7A	104	57	128	111	117	78
ENSG00000111653	ING4	748	379	757	601	604	447
ENSG00000111664	GNB3	9	2	7	1	4	11
ENSG00000111665	CDCA3	716	222	808	828	664	617
ENSG00000111666	CHPT1	22	24	16	19	18	12
ENSG00000111667	USP5	472	244	607	451	403	370
ENSG00000111669	TPI1	4449	1918	4553	3757	4188	3500
ENSG00000111670	GNPTAB	277	132	417	202	215	185
ENSG00000111671	SPSB2	115	33	112	97	90	61
ENSG00000111674	ENO2	67	42	41	98	125	93
ENSG00000111676	ATN1	170	59	174	92	115	97
ENSG00000111678	C12orf57	1712	919	1649	1442	1629	1251
ENSG00000111679	PTPN6	914	511	1082	555	631	552
ENSG00000111684	LPCAT3	2	4	10	6	7	6
ENSG00000111696	NT5DC3	107	41	131	165	175	125
ENSG00000111700	SLCO1B3	0	0	0	0	0	0
ENSG00000111701	APOBEC1	0	0	0	0	0	0
ENSG00000111704	NANOG	0	0	0	0	1	0
ENSG00000111707	SUDS3	586	255	554	502	520	441
ENSG00000111711	GOLT1B	75	56	97	95	85	67
ENSG00000111713	GYS2	0	0	0	0	0	0
ENSG00000111716	LDHB	11916	4305	10493	9671	13368	9801
ENSG00000111725	PRKAB1	138	92	179	158	120	148
ENSG00000111726	CMAS	747	365	598	706	727	542
ENSG00000111727	HCFC2	44	18	38	50	33	41
ENSG00000111728	ST8SIA1	7	2	5	7	1	6
ENSG00000111729	CLEC4A	0	3	0	1	2	0
ENSG00000111731	C2CD5	38	18	23	40	25	17
ENSG00000111732	AICDA	5	2	2	2	3	0
ENSG00000111737	RAB35	221	185	279	304	155	166
ENSG00000111752	PHC1	1	0	0	1	0	1
ENSG00000111775	COX6A1	1530	581	1772	1411	1783	1280
ENSG00000111783	RFX4	2	0	0	1	8	1
ENSG00000111785	RIC8B	88	33	68	67	78	73
ENSG00000111786	SRSF9	3375	679	3580	2452	3503	2503
ENSG00000111790	FGFR1OP2	227	95	255	239	204	185
ENSG00000111796	KLRB1	6	1	0	4	2	4
ENSG00000111799	COL12A1	1	0	0	1	0	1
ENSG00000111801	BTN3A3	62	15	64	51	79	63
ENSG00000111802	TDP2	70	46	59	69	65	54
ENSG00000111816	FRK	0	0	0	0	0	0
ENSG00000111817	DSE	21	8	17	19	20	16
ENSG00000111832	RWDD1	561	358	673	569	545	459
ENSG00000111834	RSPH4A	15	10	13	8	7	11
ENSG00000111837	MAK	8	2	3	6	4	5
ENSG00000111843	TMEM14C	51	73	75	116	63	48
ENSG00000111845	PAK1IP1	338	106	327	244	290	267
ENSG00000111846	GCNT2	13	8	10	9	4	6
ENSG00000111850	SMIM8	62	36	62	58	60	45
ENSG00000111859	NEDD9	221	110	211	168	141	137
ENSG00000111860	CEP85L	180	78	171	140	156	153
ENSG00000111863	ADTRP	3	0	0	0	0	1
ENSG00000111875	ASF1A	40	27	27	45	34	20
ENSG00000111877	MCM9	159	44	159	131	135	115
ENSG00000111879	FAM184A	30	7	19	14	30	20
ENSG00000111880	RNGTT	488	171	535	543	433	393
ENSG00000111885	MAN1A1	29	21	38	50	33	31
ENSG00000111886	GABRR2	0	0	0	0	0	0
ENSG00000111897	SERINC1	926	293	801	508	912	520
ENSG00000111906	HDDC2	637	328	796	774	559	451
ENSG00000111907	TPD52L1	8	1	13	9	6	5
ENSG00000111911	HINT3	185	89	236	247	199	193
ENSG00000111912	NCOA7	397	138	355	311	333	312
ENSG00000111913	FAM65B	42	3	42	12	23	7
ENSG00000111961	SASH1	1097	515	1195	883	627	633
ENSG00000111962	UST	17	5	7	3	2	4
ENSG00000111981	ULBP1	1	0	0	0	0	2
ENSG00000112029	FBXO5	163	59	137	148	118	124
ENSG00000112031	MTRF1L	87	46	102	61	72	74
ENSG00000112033	PPARD	29	10	22	39	23	14
ENSG00000112038	OPRM1	2	0	0	0	0	0
ENSG00000112039	FANCE	460	171	517	644	380	417
ENSG00000112041	TULP1	0	0	1	0	0	3
ENSG00000112053	SLC26A8	43	25	56	52	37	39
ENSG00000112062	MAPK14	1075	511	1232	945	901	858
ENSG00000112077	RHAG	0	0	0	0	0	0
ENSG00000112078	KCTD20	1040	382	948	696	786	676
ENSG00000112079	STK38	1786	806	1860	1450	1325	1051
ENSG00000112081	SRSF3	3646	1588	3959	3205	2997	2617
ENSG00000112096	SOD2	236	125	244	213	195	160
ENSG00000112110	MRPL18	485	243	468	476	505	351
ENSG00000112115	IL17A	0	0	0	0	0	0
ENSG00000112116	IL17F	0	0	0	0	0	0
ENSG00000112118	MCM3	2071	1347	2730	2672	1513	1565
ENSG00000112130	RNF8	482	256	504	484	385	394
ENSG00000112137	PHACTR1	130	46	151	68	90	59
ENSG00000112139	MDGA1	1	0	5	1	4	2
ENSG00000112144	ICK	147	66	151	118	141	117
ENSG00000112146	FBXO9	865	430	899	616	600	542
ENSG00000112149	CD83	155	60	159	107	121	103
ENSG00000112159	MDN1	1344	648	1403	1464	1034	963
ENSG00000112164	GLP1R	0	0	0	0	0	0
ENSG00000112167	SAYSD1	235	138	297	210	201	158
ENSG00000112175	BMP5	0	0	0	1	1	0
ENSG00000112182	BACH2	71	15	31	44	51	39
ENSG00000112183	RBM24	0	0	0	0	0	0
ENSG00000112186	CAP2	0	0	0	0	0	0
ENSG00000112195	TREML2	25	8	23	21	16	18
ENSG00000112200	ZNF451	929	460	942	871	720	712
ENSG00000112208	BAG2	174	68	216	179	195	185
ENSG00000112210	RAB23	6	1	9	14	6	9
ENSG00000112212	TSPO2	0	0	0	0	0	0
ENSG00000112214	FHL5	0	0	0	0	0	0
ENSG00000112218	GPR63	79	42	105	118	84	72
ENSG00000112232	KHDRBS2	3	0	2	2	3	2
ENSG00000112234	FBXL4	135	95	147	155	159	110
ENSG00000112237	CCNC	1412	674	1443	1371	1364	1074
ENSG00000112238	PRDM13	0	0	0	0	0	0
ENSG00000112242	E2F3	352	223	466	656	271	302
ENSG00000112245	PTP4A1	4343	1845	5316	5576	4126	3703
ENSG00000112246	SIM1	0	0	0	0	0	0
ENSG00000112249	ASCC3	1440	396	1309	1078	1315	1102
ENSG00000112273	HDGFL1	0	0	0	0	0	0
ENSG00000112276	BVES	41	9	49	33	28	31
ENSG00000112280	COL9A1	0	0	0	0	0	0
ENSG00000112282	MED23	879	299	925	732	884	631
ENSG00000112290	WASF1	86	61	80	95	48	51
ENSG00000112293	GPLD1	4	5	8	5	8	4
ENSG00000112294	ALDH5A1	1417	681	1586	1554	1291	1179
ENSG00000112297	AIM1	2237	964	2297	1537	1645	1285
ENSG00000112299	VNN1	5	1	7	3	5	0
ENSG00000112303	VNN2	10	10	12	12	2	7
ENSG00000112304	ACOT13	159	80	147	156	176	135
ENSG00000112305	SMAP1	89	74	108	173	86	92
ENSG00000112306	RPS12	71228	40512	85322	73614	56757	51145
ENSG00000112308	C6orf62	724	303	606	486	547	432
ENSG00000112309	B3GAT2	0	0	0	0	0	0
ENSG00000112312	GMNN	277	123	308	277	274	260
ENSG00000112319	EYA4	0	0	1	0	0	2
ENSG00000112320	SOBP	441	167	474	312	359	288
ENSG00000112333	NR2E1	0	0	0	1	0	0
ENSG00000112335	SNX3	647	317	504	726	519	422
ENSG00000112337	SLC17A2	0	0	0	0	0	0
ENSG00000112339	HBS1L	390	161	414	407	473	384
ENSG00000112343	TRIM38	1782	703	1686	1248	1419	1111
ENSG00000112357	PEX7	62	24	70	98	73	41
ENSG00000112365	ZBTB24	606	238	619	425	449	396
ENSG00000112367	FIG4	194	88	185	149	169	116
ENSG00000112378	PERP	1	0	0	2	1	0
ENSG00000112394	SLC16A10	2	1	4	1	14	1
ENSG00000112406	HECA	1386	572	1689	1620	1031	898
ENSG00000112419	PHACTR2	163	70	186	126	143	99
ENSG00000112425	EPM2A	6	5	12	10	8	14
ENSG00000112462	OR12D3	0	0	0	0	0	0
ENSG00000112473	SLC39A7	1091	367	1171	722	938	718
ENSG00000112486	CCR6	1	0	0	0	0	0
ENSG00000112494	UNC93A	0	0	0	0	0	0
ENSG00000112499	SLC22A2	0	0	0	0	0	0
ENSG00000112511	PHF1	449	124	456	359	556	368
ENSG00000112514	CUTA	1166	740	1252	925	990	866
ENSG00000112530	PACRG	0	0	1	0	0	0
ENSG00000112531	QKI	812	451	963	893	656	609
ENSG00000112539	C6orf118	0	0	0	0	0	0
ENSG00000112541	PDE10A	0	0	0	0	0	0
ENSG00000112559	MDFI	1	0	0	0	2	0
ENSG00000112561	TFEB	327	152	361	182	209	167
ENSG00000112562	SMOC2	0	0	0	0	0	0
ENSG00000112576	CCND3	5423	2370	6200	4005	4267	3539
ENSG00000112578	BYSL	648	261	775	757	728	558
ENSG00000112584	FAM120B	131	97	159	132	102	111
ENSG00000112592	TBP	154	58	151	120	105	83
ENSG00000112599	GUCA1B	0	0	1	0	0	0
ENSG00000112619	PRPH2	11	9	6	6	9	3
ENSG00000112624	GLTSCR1L	91	73	135	212	93	90
ENSG00000112640	PPP2R5D	45	24	42	43	62	50
ENSG00000112651	MRPL2	290	247	399	376	209	280
ENSG00000112655	PTK7	15	9	14	17	11	15
ENSG00000112658	SRF	836	1101	1398	2592	475	783
ENSG00000112659	CUL9	788	296	890	539	735	554
ENSG00000112667	DNPH1	1404	1121	2006	2300	960	1207
ENSG00000112679	DUSP22	981	401	1206	805	637	558
ENSG00000112685	EXOC2	75	87	100	99	65	61
ENSG00000112695	COX7A2	2910	2469	3390	3717	3628	2806
ENSG00000112697	TMEM30A	2189	2076	2957	3182	1707	1769
ENSG00000112699	GMDS	733	368	925	808	823	713
ENSG00000112701	SENP6	359	178	322	213	248	189
ENSG00000112706	IMPG1	0	0	0	0	0	0
ENSG00000112715	VEGFA	92	69	101	194	120	123
ENSG00000112739	PRPF4B	2214	1072	2430	2145	1665	1489
ENSG00000112742	TTK	435	175	475	593	482	447
ENSG00000112759	SLC29A1	452	289	487	592	411	342
ENSG00000112761	WISP3	9	3	6	6	19	11
ENSG00000112763	BTN2A1	186	63	164	142	206	129
ENSG00000112769	LAMA4	0	0	0	0	1	0
