id	sym	T98G_KO1	T98G_KO2	T98G_KO3	T98G_WT1	T98G_WT2	T98G_WT3
ENSG00000105954	NPVF	0	0	0	0	0	0
ENSG00000105963	ADAP1	8	18	16	22	17	7
ENSG00000105967	TFEC	0	1	0	1	0	1
ENSG00000105968	H2AFV	983	1082	988	1142	1191	1090
ENSG00000105971	CAV2	196	206	204	254	271	252
ENSG00000105974	CAV1	7230	8049	7574	8879	9432	8646
ENSG00000105976	MET	2432	2549	2423	2768	3214	3105
ENSG00000105982	RNF32	15	21	22	18	22	18
ENSG00000105983	LMBR1	648	702	575	688	674	648
ENSG00000105988	NHP2P1	1	0	0	0	1	0
ENSG00000105989	WNT2	0	0	0	0	0	0
ENSG00000105991	HOXA1	29	28	22	27	27	22
ENSG00000105993	DNAJB6	1239	1296	1250	1441	1473	1329
ENSG00000105996	HOXA2	8	6	11	10	9	4
ENSG00000105997	HOXA3	37	41	27	24	33	34
ENSG00000106003	LFNG	46	53	52	105	98	81
ENSG00000106004	HOXA5	4	12	12	8	11	10
ENSG00000106006	HOXA6	1	2	0	0	1	0
ENSG00000106009	BRAT1	384	472	480	481	512	443
ENSG00000106012	IQCE	422	399	370	423	381	420
ENSG00000106013	ANKRD7	0	0	1	0	1	0
ENSG00000106018	VIPR2	51	45	27	37	35	33
ENSG00000106025	TSPAN12	19	22	12	15	12	7
ENSG00000106028	SSBP1	140	147	261	114	275	140
ENSG00000106031	HOXA13	53	64	59	82	66	81
ENSG00000106034	CPED1	140	112	114	183	184	208
ENSG00000106038	EVX1	0	0	0	0	0	0
ENSG00000106049	HIBADH	845	817	760	785	821	752
ENSG00000106052	TAX1BP1	1926	1980	1703	1970	2111	1852
ENSG00000106066	CPVL	0	0	0	1	0	0
ENSG00000106069	CHN2	0	0	0	0	0	1
ENSG00000106070	GRB10	175	210	155	159	167	180
ENSG00000106077	ABHD11	152	163	181	195	231	189
ENSG00000106078	COBL	0	0	0	0	0	0
ENSG00000106080	FKBP14	519	466	423	504	493	464
ENSG00000106086	PLEKHA8	288	311	256	289	305	273
ENSG00000106089	STX1A	76	73	83	134	118	93
ENSG00000106100	NOD1	82	82	92	85	85	81
ENSG00000106105	GARS	1900	1933	1714	1578	1651	1664
ENSG00000106113	CRHR2	3	6	2	3	1	8
ENSG00000106123	EPHB6	0	0	1	0	0	0
ENSG00000106128	GHRHR	0	0	0	0	0	0
ENSG00000106133	NSUN5P2	104	97	110	128	133	128
ENSG00000106144	CASP2	808	780	721	789	858	777
ENSG00000106153	CHCHD2	1526	1671	1528	1802	1656	1551
ENSG00000106178	CCL24	0	0	0	0	1	0
ENSG00000106211	HSPB1	3286	3458	3297	3843	4071	3902
ENSG00000106236	NPTX2	0	1	0	0	0	0
ENSG00000106244	PDAP1	925	1026	1054	1043	1121	943
ENSG00000106245	BUD31	356	391	360	414	435	373
ENSG00000106246	PTCD1	263	307	284	309	326	302
ENSG00000106258	CYP3A5	2	9	7	4	5	9
ENSG00000106261	ZKSCAN1	412	432	412	494	492	510
ENSG00000106263	EIF3B	2805	3056	2840	2678	2949	2413
ENSG00000106266	SNX8	339	394	391	409	486	437
ENSG00000106268	NUDT1	122	151	128	140	137	127
ENSG00000106278	PTPRZ1	0	0	0	0	0	0
ENSG00000106290	TAF6	734	794	720	815	839	783
ENSG00000106299	WASL	573	507	499	489	512	484
ENSG00000106302	HYAL4	1	0	3	0	0	1
ENSG00000106304	SPAM1	0	0	0	0	0	0
ENSG00000106305	AIMP2	636	681	613	687	760	645
ENSG00000106327	TFR2	0	0	0	0	0	0
ENSG00000106328	FSCN3	0	0	0	0	1	0
ENSG00000106330	MOSPD3	75	89	92	115	115	95
ENSG00000106331	PAX4	0	0	0	0	0	0
ENSG00000106333	PCOLCE	43	37	38	73	52	55
ENSG00000106336	FBXO24	2	3	1	4	1	4
ENSG00000106341	PPP1R17	0	0	0	0	0	0
ENSG00000106344	RBM28	422	381	382	404	436	362
ENSG00000106346	USP42	176	187	162	157	168	178
ENSG00000106348	IMPDH1	548	588	558	650	664	604
ENSG00000106351	AGFG2	130	132	139	147	163	138
ENSG00000106355	LSM5	418	471	409	436	433	428
ENSG00000106366	SERPINE1	21	25	16	34	33	35
ENSG00000106367	AP1S1	447	497	430	528	565	501
ENSG00000106384	MOGAT3	0	0	0	0	0	0
ENSG00000106392	C1GALT1	172	169	157	212	233	198
ENSG00000106397	PLOD3	702	785	834	801	860	791
ENSG00000106399	RPA3	299	302	227	311	278	255
ENSG00000106400	ZNHIT1	450	489	483	519	499	432
ENSG00000106404	CLDN15	64	48	60	81	67	65
ENSG00000106410	NOBOX	0	0	0	0	0	0
ENSG00000106415	GLCCI1	70	87	58	38	40	28
ENSG00000106436	MYL10	0	0	0	0	0	0
ENSG00000106443	PHF14	327	365	319	329	294	295
ENSG00000106459	NRF1	163	171	176	185	206	189
ENSG00000106460	TMEM106B	760	769	707	758	773	768
ENSG00000106462	EZH2	699	810	673	804	858	756
ENSG00000106477	CEP41	326	329	285	293	334	289
ENSG00000106479	ZNF862	16	24	24	35	27	32
ENSG00000106483	SFRP4	1	1	0	1	2	3
ENSG00000106484	MEST	448	414	389	473	477	452
ENSG00000106511	MEOX2	0	0	0	0	0	0
ENSG00000106524	ANKMY2	175	214	180	200	231	193
ENSG00000106526	ACTR3C	0	0	1	0	0	0
ENSG00000106536	POU6F2	0	0	0	0	0	0
ENSG00000106537	TSPAN13	11	15	13	14	11	12
ENSG00000106538	RARRES2	1	0	0	0	0	2
ENSG00000106541	AGR2	0	0	0	0	0	0
ENSG00000106546	AHR	908	880	819	740	807	842
ENSG00000106554	CHCHD3	779	794	674	764	790	719
ENSG00000106560	GIMAP2	32	46	40	45	41	37
ENSG00000106565	TMEM176B	1	0	0	0	0	0
ENSG00000106571	GLI3	265	257	251	221	259	227
ENSG00000106588	PSMA2	327	381	351	364	396	380
ENSG00000106591	MRPL32	567	590	551	549	590	530
ENSG00000106603	COA1	399	446	418	482	482	427
ENSG00000106605	BLVRA	214	256	255	266	311	245
ENSG00000106608	URGCP	207	219	232	263	223	238
ENSG00000106609	TMEM248	1087	1040	985	1027	1084	1034
ENSG00000106610	STAG3L4	67	92	83	92	99	86
ENSG00000106615	RHEB	1293	1347	1215	1265	1357	1228
ENSG00000106617	PRKAG2	320	368	323	397	396	417
ENSG00000106624	AEBP1	2	3	2	2	1	2
ENSG00000106628	POLD2	1426	1548	1576	1516	1614	1498
ENSG00000106631	MYL7	0	0	1	0	0	0
ENSG00000106633	GCK	1	0	1	1	1	1
ENSG00000106635	BCL7B	602	579	502	519	545	531
ENSG00000106636	YKT6	1040	1158	1015	1077	1198	1069
ENSG00000106638	TBL2	321	322	327	327	356	341
ENSG00000106648	GALNTL5	0	0	0	0	0	0
ENSG00000106665	CLIP2	242	270	261	330	345	345
ENSG00000106682	EIF4H	2272	2663	2294	2744	2715	2377
ENSG00000106683	LIMK1	886	937	950	1105	1143	1031
ENSG00000106686	SPATA6L	4	8	12	13	19	8
ENSG00000106688	SLC1A1	163	153	140	125	114	116
ENSG00000106689	LHX2	60	45	39	90	83	62
ENSG00000106692	FKTN	410	405	388	420	426	436
ENSG00000106701	FSD1L	81	61	67	62	57	68
ENSG00000106714	CNTNAP3	238	245	220	284	247	234
ENSG00000106723	SPIN1	1226	1305	1174	1299	1328	1350
ENSG00000106733	NMRK1	2	4	4	7	10	4
ENSG00000106771	TMEM245	892	864	893	1012	1016	1016
ENSG00000106772	PRUNE2	9	14	15	20	25	29
ENSG00000106780	MEGF9	252	244	212	196	242	205
ENSG00000106785	TRIM14	958	938	938	898	994	920
ENSG00000106789	CORO2A	73	64	66	128	92	96
ENSG00000106799	TGFBR1	143	150	123	123	133	162
ENSG00000106803	SEC61B	526	608	626	669	668	551
ENSG00000106804	C5	51	64	55	81	80	68
ENSG00000106809	OGN	0	0	0	1	1	0
ENSG00000106819	ASPN	0	0	0	0	0	0
ENSG00000106823	ECM2	1	3	1	2	0	1
ENSG00000106829	TLE4	1115	1208	1082	1214	1140	1146
ENSG00000106852	LHX6	31	38	44	53	33	48
ENSG00000106853	PTGR1	4332	4539	3824	3495	3284	3173
ENSG00000106868	SUSD1	6	1	2	2	4	4
ENSG00000106927	AMBP	1	2	1	2	0	2
ENSG00000106948	AKNA	170	198	208	248	268	271
ENSG00000106952	TNFSF8	0	0	0	0	0	0
ENSG00000106976	DNM1	3	1	3	5	4	4
ENSG00000106991	ENG	1927	2156	2104	2475	2367	2469
ENSG00000106992	AK1	56	55	71	78	63	56
ENSG00000106993	CDC37L1	92	76	78	83	104	98
ENSG00000107014	RLN2	0	0	0	0	0	0
ENSG00000107018	RLN1	0	0	1	0	0	0
ENSG00000107020	PLGRKT	90	122	106	147	132	111
ENSG00000107021	TBC1D13	288	361	313	329	343	315
ENSG00000107036	RIC1	510	592	540	637	626	635
ENSG00000107077	KDM4C	115	102	105	108	115	103
ENSG00000107099	DOCK8	13	5	10	4	7	10
ENSG00000107104	KANK1	942	1143	1053	959	1048	1043
ENSG00000107105	ELAVL2	79	83	95	86	83	81
ENSG00000107130	NCS1	439	558	546	524	617	521
ENSG00000107140	TESK1	229	287	262	252	294	257
ENSG00000107147	KCNT1	0	0	0	1	2	0
ENSG00000107159	CA9	17	39	35	13	10	12
ENSG00000107164	FUBP3	721	766	666	632	676	685
ENSG00000107165	TYRP1	24	19	18	10	30	26
ENSG00000107175	CREB3	423	479	384	452	506	496
ENSG00000107185	RGP1	557	649	614	669	691	715
ENSG00000107186	MPDZ	283	296	271	307	328	294
ENSG00000107187	LHX3	0	0	0	0	0	0
ENSG00000107201	DDX58	110	121	110	128	143	119
ENSG00000107223	EDF1	508	575	564	582	645	570
ENSG00000107242	PIP5K1B	2	0	1	0	0	1
ENSG00000107249	GLIS3	503	462	468	417	491	495
ENSG00000107262	BAG1	159	171	192	141	179	151
ENSG00000107263	RAPGEF1	451	422	415	474	532	499
ENSG00000107281	NPDC1	267	363	343	468	428	353
ENSG00000107282	APBA1	0	0	1	0	1	0
ENSG00000107290	SETX	553	560	495	586	702	665
ENSG00000107295	SH3GL2	2	1	2	4	5	1
ENSG00000107317	PTGDS	0	0	0	0	0	0
ENSG00000107331	ABCA2	430	447	422	533	526	478
ENSG00000107338	SHB	159	158	187	227	225	199
ENSG00000107341	UBE2R2	993	961	921	1023	1007	915
ENSG00000107362	ABHD17B	104	108	107	131	117	118
ENSG00000107371	EXOSC3	210	254	246	259	248	225
ENSG00000107372	ZFAND5	1828	1818	1716	1419	1431	1403
ENSG00000107404	DVL1	288	340	352	335	345	307
ENSG00000107438	PDLIM1	4	11	8	7	8	9
ENSG00000107443	CCNJ	133	116	110	97	105	100
ENSG00000107447	DNTT	0	0	0	0	0	0
ENSG00000107485	GATA3	279	300	311	348	309	306
ENSG00000107518	ATRNL1	0	2	0	1	0	1
ENSG00000107521	HPS1	225	217	252	214	239	205
ENSG00000107537	PHYH	90	100	92	117	115	99
ENSG00000107551	RASSF4	67	88	80	125	102	101
ENSG00000107554	DNMBP	541	462	473	640	627	642
ENSG00000107560	RAB11FIP2	216	219	187	232	224	235
ENSG00000107562	CXCL12	34	37	26	41	44	44
ENSG00000107566	ERLIN1	896	948	934	1025	1099	1013
ENSG00000107581	EIF3A	2994	2917	2673	2892	3103	2871
ENSG00000107593	PKD2L1	0	0	0	0	0	0
ENSG00000107611	CUBN	5	4	5	6	8	11
ENSG00000107614	TRDMT1	73	70	67	86	88	79
ENSG00000107625	DDX50	340	366	341	351	395	359
ENSG00000107643	MAPK8	304	347	305	337	366	385
ENSG00000107651	SEC23IP	889	951	866	896	935	947
ENSG00000107669	ATE1	187	195	178	223	196	200
ENSG00000107672	NSMCE4A	205	193	175	210	183	193
ENSG00000107679	PLEKHA1	87	81	68	70	68	61
ENSG00000107719	PALD1	5	10	7	14	20	17
ENSG00000107731	UNC5B	37	40	24	27	40	37
ENSG00000107736	CDH23	0	3	8	0	4	4
ENSG00000107742	SPOCK2	5	1	3	2	1	3
ENSG00000107745	MICU1	408	392	349	414	422	436
ENSG00000107758	PPP3CB	286	285	244	290	327	302
ENSG00000107771	CCSER2	433	387	338	389	406	419
ENSG00000107779	BMPR1A	383	432	400	404	458	464
ENSG00000107789	MINPP1	204	217	198	250	246	236
ENSG00000107796	ACTA2	9	11	8	21	35	24
ENSG00000107798	LIPA	573	618	567	544	511	576
ENSG00000107807	TLX1	0	0	0	0	0	0
ENSG00000107816	LZTS2	410	464	452	469	499	463
ENSG00000107819	SFXN3	335	366	339	434	443	416
ENSG00000107821	KAZALD1	5	11	8	12	12	9
ENSG00000107829	FBXW4	28	40	48	67	60	66
ENSG00000107831	FGF8	1	0	0	0	0	0
ENSG00000107833	NPM3	161	221	170	205	196	190
ENSG00000107854	TNKS2	544	592	538	601	607	637
ENSG00000107859	PITX3	0	0	0	0	0	0
ENSG00000107862	GBF1	1078	1110	1016	1221	1304	1279
ENSG00000107863	ARHGAP21	1153	1135	1069	1187	1294	1343
ENSG00000107864	CPEB3	6	6	2	15	7	7
ENSG00000107872	FBXL15	50	34	40	45	38	32
ENSG00000107874	CUEDC2	171	193	200	208	226	178
ENSG00000107882	SUFU	169	184	169	178	212	185
ENSG00000107890	ANKRD26	161	129	119	153	155	153
ENSG00000107897	ACBD5	268	280	223	269	315	256
ENSG00000107902	LHPP	52	54	41	40	57	49
ENSG00000107929	LARP4B	707	779	673	728	739	794
ENSG00000107937	GTPBP4	798	786	777	778	859	783
ENSG00000107938	EDRF1	350	406	340	447	444	424
ENSG00000107949	BCCIP	994	1031	916	899	920	891
ENSG00000107951	MTPAP	252	285	218	226	275	243
ENSG00000107954	NEURL1	0	1	0	6	0	2
ENSG00000107957	SH3PXD2A	79	74	101	105	101	103
ENSG00000107959	PITRM1	1200	1287	1165	1263	1306	1273
ENSG00000107968	MAP3K8	63	56	51	36	47	40
ENSG00000107984	DKK1	779	851	833	1953	2028	1878
ENSG00000108001	EBF3	0	0	1	0	0	0
ENSG00000108010	GLRX3	1194	1287	1093	1242	1241	1177
ENSG00000108018	SORCS1	2	0	0	0	0	0
ENSG00000108021	FAM208B	1181	1234	1104	1135	1258	1336
ENSG00000108039	XPNPEP1	400	436	383	394	406	377
ENSG00000108055	SMC3	923	863	712	806	887	836
ENSG00000108061	SHOC2	384	361	336	379	396	410
ENSG00000108064	TFAM	762	770	721	725	729	690
ENSG00000108091	CCDC6	752	755	656	639	713	704
ENSG00000108094	CUL2	645	710	613	608	608	572
ENSG00000108100	CCNY	441	472	436	498	492	425
ENSG00000108106	UBE2S	1362	1499	1471	1544	1650	1613
ENSG00000108107	RPL28	4438	4429	4463	4215	4134	4238
ENSG00000108175	ZMIZ1	2654	2656	2664	2545	2647	2660
ENSG00000108176	DNAJC12	6	2	5	6	3	4
ENSG00000108179	PPIF	1455	1445	1560	1542	1628	1553
ENSG00000108187	PBLD	58	49	53	47	66	58
ENSG00000108219	TSPAN14	412	406	403	447	509	475
ENSG00000108231	LGI1	0	0	0	0	0	0
ENSG00000108239	TBC1D12	96	113	81	99	100	118
ENSG00000108242	CYP2C18	0	0	0	0	0	1
ENSG00000108244	KRT23	0	0	0	0	0	0
ENSG00000108255	CRYBA1	0	0	0	0	1	0
ENSG00000108256	NUFIP2	2428	2482	2304	2439	2642	2625
ENSG00000108262	GIT1	754	811	785	804	763	764
ENSG00000108298	RPL19	5977	6443	6467	6007	7127	6235
ENSG00000108306	FBXL20	170	172	144	164	173	227
ENSG00000108309	RUNDC3A	2	0	2	2	0	0
ENSG00000108312	UBTF	1267	1228	1132	1198	1232	1259
ENSG00000108342	CSF3	0	0	0	0	0	0
ENSG00000108344	PSMD3	2007	1969	2049	2009	2138	2029
ENSG00000108349	CASC3	1137	1091	1027	1127	1121	1106
ENSG00000108352	RAPGEFL1	49	43	41	37	56	45
ENSG00000108370	RGS9	14	9	13	11	14	14
ENSG00000108375	RNF43	0	4	2	5	3	3
ENSG00000108379	WNT3	0	0	0	2	1	0
ENSG00000108381	ASPA	0	0	0	0	0	0
ENSG00000108384	RAD51C	223	179	171	218	213	182
ENSG00000108387	SEPT4	28	36	21	43	49	34
ENSG00000108389	MTMR4	528	501	503	540	537	500
ENSG00000108395	TRIM37	523	548	467	477	514	536
ENSG00000108405	P2RX1	0	0	0	0	0	0
ENSG00000108406	DHX40	547	559	529	529	596	592
ENSG00000108417	KRT37	0	0	0	0	0	0
ENSG00000108423	TUBD1	68	83	58	77	79	60
ENSG00000108424	KPNB1	6483	6605	6046	5856	6383	6097
ENSG00000108433	GOSR2	558	657	585	668	721	672
ENSG00000108439	PNPO	258	294	269	274	316	267
ENSG00000108442	TVP23BP2	0	0	0	0	0	0
ENSG00000108443	RPS6KB1	505	587	515	566	546	508
ENSG00000108448	TRIM16L	1565	1646	1595	1212	1371	1145
ENSG00000108452	ZNF29P	0	0	0	3	0	1
ENSG00000108465	CDK5RAP3	148	159	189	202	188	135
ENSG00000108468	CBX1	1215	1305	1080	1380	1354	1238
ENSG00000108469	RECQL5	181	161	159	182	155	156
ENSG00000108474	PIGL	88	93	75	82	82	74
ENSG00000108479	GALK1	75	85	81	96	87	84
ENSG00000108506	INTS2	258	257	233	270	286	285
ENSG00000108509	CAMTA2	241	235	208	254	258	228
ENSG00000108510	MED13	777	782	768	787	892	973
ENSG00000108511	HOXB6	30	50	27	35	42	38
ENSG00000108515	ENO3	1953	2429	2586	2483	2600	2226
ENSG00000108518	PFN1	5637	6468	6127	6266	7092	5981
ENSG00000108523	RNF167	908	992	901	1000	1056	971
ENSG00000108528	SLC25A11	487	522	484	568	620	535
ENSG00000108551	RASD1	1	0	3	2	1	3
ENSG00000108556	CHRNE	44	58	43	63	62	51
ENSG00000108557	RAI1	628	766	710	817	763	733
ENSG00000108559	NUP88	1022	1009	1006	964	1002	986
ENSG00000108561	C1QBP	1443	1567	1469	1430	1484	1272
ENSG00000108576	SLC6A4	2	1	0	1	0	3
ENSG00000108578	BLMH	549	618	595	608	622	566
ENSG00000108582	CPD	1142	1216	999	1278	1395	1433
ENSG00000108587	GOSR1	605	661	643	659	661	639
ENSG00000108588	CCDC47	1223	1222	1087	1059	1112	1060
ENSG00000108590	MED31	163	156	169	170	158	148
ENSG00000108591	DRG2	314	373	362	400	394	330
ENSG00000108592	FTSJ3	994	1004	1016	951	1054	989
ENSG00000108599	AKAP10	417	397	350	379	456	361
ENSG00000108602	ALDH3A1	422	435	450	305	244	277
ENSG00000108604	SMARCD2	564	612	558	585	598	558
ENSG00000108622	ICAM2	0	0	1	1	0	0
ENSG00000108639	SYNGR2	328	371	334	475	504	441
ENSG00000108641	B9D1	50	67	66	66	72	73
ENSG00000108651	UTP6	625	662	606	637	690	658
ENSG00000108654	DDX5	4854	5223	4891	5236	5032	4701
ENSG00000108666	C17orf75	143	161	141	173	138	136
ENSG00000108669	CYTH1	176	166	161	163	157	169
ENSG00000108671	PSMD11	2200	2459	2209	2287	2344	2232
ENSG00000108679	LGALS3BP	4464	4949	4970	4439	4592	4454
ENSG00000108684	ASIC2	0	0	0	0	0	0
ENSG00000108688	CCL7	0	0	2	0	0	1
ENSG00000108691	CCL2	261	236	244	140	172	176
ENSG00000108700	CCL8	0	2	2	0	0	1
ENSG00000108702	CCL1	0	0	0	0	0	0
ENSG00000108733	PEX12	68	86	82	70	83	78
ENSG00000108759	KRT32	0	0	0	3	1	3
ENSG00000108771	DHX58	30	29	34	43	38	34
ENSG00000108773	KAT2A	723	745	713	821	874	719
ENSG00000108774	RAB5C	1375	1328	1378	1437	1458	1265
ENSG00000108784	NAGLU	159	184	187	209	190	195
ENSG00000108785	HSD17B1P1	5	7	7	9	8	7
ENSG00000108786	HSD17B1	124	144	129	162	185	154
ENSG00000108788	MLX	715	842	781	879	905	863
ENSG00000108797	CNTNAP1	104	130	95	218	258	225
ENSG00000108798	ABI3	0	0	0	2	0	1
ENSG00000108799	EZH1	188	207	166	226	198	194
ENSG00000108813	DLX4	47	52	64	54	61	43
ENSG00000108819	PPP1R9B	562	607	547	590	595	629
ENSG00000108821	COL1A1	88	68	94	170	187	168
ENSG00000108823	SGCA	0	2	1	0	0	0
ENSG00000108825	PTGES3L-AARSD1	0	0	0	1	0	0
ENSG00000108826	MRPL27	158	181	158	183	167	170
ENSG00000108828	VAT1	462	497	492	596	617	559
ENSG00000108829	LRRC59	2817	3141	2901	2961	2980	2894
ENSG00000108830	RND2	0	1	0	1	0	1
ENSG00000108839	ALOX12	19	30	20	23	33	24
ENSG00000108840	HDAC5	203	181	215	229	211	213
ENSG00000108846	ABCC3	1253	1306	1131	1187	1075	1077
ENSG00000108848	LUC7L3	1587	1594	1569	1589	1572	1386
ENSG00000108849	PPY	0	1	0	0	0	0
ENSG00000108852	MPP2	75	104	99	154	136	145
ENSG00000108854	SMURF2	1119	1126	1030	956	1048	1078
ENSG00000108861	DUSP3	768	943	838	848	831	885
ENSG00000108878	CACNG1	1	0	0	0	0	0
ENSG00000108883	EFTUD2	2068	2269	2131	1957	2201	1995
ENSG00000108924	HLF	29	29	29	21	30	19
ENSG00000108932	SLC16A6	61	76	74	81	85	100
ENSG00000108946	PRKAR1A	1507	1581	1540	1738	1687	1659
ENSG00000108947	EFNB3	1	3	1	2	3	3
ENSG00000108950	FAM20A	1	1	1	3	1	1
ENSG00000108953	YWHAE	52	32	103	32	68	111
ENSG00000108960	MMD	361	413	376	295	279	277
ENSG00000108961	RANGRF	187	188	211	157	180	178
ENSG00000108963	DPH1	301	295	290	254	256	233
ENSG00000108984	MAP2K6	109	108	99	79	106	80
ENSG00000109016	DHRS7B	117	112	123	130	124	131
ENSG00000109046	WSB1	624	691	664	746	771	685
ENSG00000109047	RCVRN	0	0	0	0	0	0
ENSG00000109061	MYH1	0	0	0	0	0	0
ENSG00000109062	SLC9A3R1	140	172	132	212	245	187
ENSG00000109063	MYH3	4	10	10	8	6	4
ENSG00000109065	NAT9	181	234	192	230	219	205
ENSG00000109066	TMEM104	376	373	384	370	381	355
ENSG00000109072	VTN	10	16	9	22	16	11
ENSG00000109079	TNFAIP1	715	768	713	790	862	826
ENSG00000109083	IFT20	170	197	151	192	204	184
ENSG00000109084	TMEM97	1372	1316	1218	1248	1381	1310
ENSG00000109089	CDR2L	295	325	312	327	330	324
ENSG00000109099	PMP22	693	719	702	644	705	682
ENSG00000109101	FOXN1	0	0	0	0	0	0
ENSG00000109103	UNC119	272	349	363	453	445	384
ENSG00000109107	ALDOC	4	11	10	15	19	11
ENSG00000109111	SUPT6H	1840	1976	1869	1912	2071	2053
ENSG00000109113	RAB34	741	817	827	870	820	858
ENSG00000109118	PHF12	592	641	603	665	649	633
ENSG00000109132	PHOX2B	0	0	0	0	0	0
ENSG00000109133	TMEM33	778	783	714	709	761	737
ENSG00000109158	GABRA4	0	0	0	0	1	0
ENSG00000109163	GNRHR	1	0	0	1	0	0
ENSG00000109171	SLAIN2	716	720	660	743	840	792
ENSG00000109180	OCIAD1	776	804	768	902	902	854
ENSG00000109181	UGT2B10	0	0	0	0	0	0
ENSG00000109182	CWH43	0	0	0	0	0	0
ENSG00000109184	DCUN1D4	502	519	495	516	542	499
ENSG00000109189	USP46	285	318	291	291	326	318
ENSG00000109193	SULT1E1	0	0	0	0	0	0
ENSG00000109205	ODAM	0	0	0	0	0	0
ENSG00000109208	SMR3A	0	0	0	0	0	0
ENSG00000109220	CHIC2	47	60	52	68	79	68
ENSG00000109255	NMU	1	2	2	3	2	2
ENSG00000109265	KIAA1211	1	0	0	2	0	0
ENSG00000109270	LAMTOR3	242	293	269	244	268	299
ENSG00000109272	PF4V1	0	0	0	0	0	0
ENSG00000109320	NFKB1	308	353	342	340	364	321
ENSG00000109321	AREG	0	0	0	0	0	0
ENSG00000109323	MANBA	104	125	105	119	107	111
ENSG00000109332	UBE2D3	2875	2914	2592	2958	3088	2968
ENSG00000109339	MAPK10	18	27	16	24	34	29
ENSG00000109381	ELF2	247	231	224	233	242	246
ENSG00000109390	NDUFC1	294	310	296	385	370	347
ENSG00000109424	UCP1	0	0	0	0	0	0
ENSG00000109436	TBC1D9	254	288	215	293	310	332
ENSG00000109445	ZNF330	207	250	227	229	243	216
ENSG00000109452	INPP4B	148	154	142	154	198	183
ENSG00000109458	GAB1	74	99	61	72	78	72
ENSG00000109466	KLHL2	157	166	141	138	128	137
ENSG00000109471	IL2	0	0	0	0	1	0
ENSG00000109472	CPE	93	93	81	49	53	42
ENSG00000109475	RPL34	2453	2867	2713	2825	2734	2294
ENSG00000109501	WFS1	471	516	423	433	397	441
ENSG00000109511	ANXA10	5	4	2	10	3	5
ENSG00000109519	GRPEL1	597	697	568	583	643	563
ENSG00000109534	GAR1	264	321	256	253	275	245
ENSG00000109536	FRG1	1	6	0	2	3	2
ENSG00000109572	CLCN3	314	303	283	333	368	332
ENSG00000109576	AADAT	4	6	4	6	6	3
ENSG00000109586	GALNT7	1395	1474	1443	1636	1654	1466
ENSG00000109606	DHX15	2377	2416	2191	2242	2354	2290
ENSG00000109610	SOD3	0	0	0	0	0	0
ENSG00000109618	SEPSECS	45	53	48	50	65	50
ENSG00000109625	CPZ	0	0	0	1	0	1
ENSG00000109654	TRIM2	93	126	115	126	95	137
ENSG00000109667	SLC2A9	0	1	0	0	2	0
ENSG00000109670	FBXW7	179	180	167	131	160	149
ENSG00000109674	NEIL3	796	849	689	640	648	658
ENSG00000109680	TBC1D19	57	57	60	64	61	67
ENSG00000109684	CLNK	0	0	0	0	0	0
ENSG00000109686	SH3D19	5149	5242	4744	5199	5593	4876
ENSG00000109689	STIM2	332	315	298	316	300	305
ENSG00000109705	NKX3-2	9	11	9	15	15	8
ENSG00000109736	MFSD10	336	404	482	437	393	328
ENSG00000109738	GLRB	14	22	18	26	23	15
ENSG00000109743	BST1	2	3	3	3	5	7
ENSG00000109756	RAPGEF2	374	410	357	475	501	498
ENSG00000109758	HGFAC	1	5	5	5	4	3
ENSG00000109762	SNX25	201	209	180	183	214	208
ENSG00000109771	LRP2BP	13	16	18	17	18	23
ENSG00000109775	UFSP2	206	191	210	220	198	185
ENSG00000109787	KLF3	330	325	273	255	250	279
ENSG00000109790	KLHL5	893	815	707	793	753	773
ENSG00000109794	FAM149A	2	5	1	4	3	5
ENSG00000109805	NCAPG	1034	1030	1038	1030	1070	1004
ENSG00000109814	UGDH	1588	1538	1295	969	1055	1059
ENSG00000109819	PPARGC1A	33	23	25	22	26	20
ENSG00000109832	DDX25	0	0	0	3	0	0
ENSG00000109846	CRYAB	4	3	1	1	1	5
ENSG00000109851	DBX1	0	0	0	0	0	0
ENSG00000109854	HTATIP2	1	0	0	1	0	0
ENSG00000109861	CTSC	373	385	370	265	290	252
ENSG00000109881	CCDC34	440	475	452	399	405	370
ENSG00000109906	ZBTB16	0	0	0	0	0	0
ENSG00000109911	ELP4	172	178	175	199	208	192
ENSG00000109917	ZPR1	556	662	565	593	579	560
ENSG00000109919	MTCH2	1335	1473	1322	1436	1470	1365
ENSG00000109920	FNBP4	1039	1098	899	1136	1075	1090
ENSG00000109927	TECTA	1	1	1	7	8	4
ENSG00000109929	SC5D	302	295	290	318	293	279
ENSG00000109943	CRTAM	0	0	0	0	0	0
ENSG00000109956	B3GAT1	0	0	0	0	0	0
ENSG00000109971	HSPA8	26904	25984	22305	27327	28123	25753
ENSG00000109991	P2RX3	0	0	0	1	2	0
ENSG00000110002	VWA5A	18	15	13	14	15	14
ENSG00000110011	DNAJC4	255	273	239	269	285	248
ENSG00000110013	SIAE	228	258	200	245	223	220
ENSG00000110025	SNX15	7	10	4	8	17	5
ENSG00000110031	LPXN	173	220	208	195	219	196
ENSG00000110042	DTX4	51	48	44	49	55	36
ENSG00000110046	ATG2A	299	315	308	359	361	369
ENSG00000110047	EHD1	948	1051	985	1191	1232	1195
